Description,Analysis results,Description Translated,Description Cleaned Translated
"Como inmigrante me iría mejor entrando por Arguineguín que por Gando, por el aeropuerto me van a preguntar a que voy, con cuanto cuento para estar, y si paso y me pongo a buscar trabajo no consigo o me pagan en negro una miseria, tengo que buscar y pagar alojamiento, etc, etc. https://t.co/w23wRTacAD",0,"As an immigrant I would be better off entering through Arguineguín than through Gando, at the airport they are going to ask me where I am going, how much I have to live with, and if I go through and start looking for work I can't find it or they pay me a pittance in black, I have to find and pay for accommodation, etc, etc. https://t.co/w23wRTacAD","As an immigrant I would be better off entering through Arguineguín than through Gando, at the airport they are going to ask me where I am going, how much I have to live with, and if I go through and start looking for work I can't find it or they pay me a pittance in black, I have to find and pay for accommodation, etc, etc."
te faltó decir que es un negro de mierda nomás pedazo de hijo de mil puta https://t.co/lRGdvlhPgd,0,"You failed to say that he is a shitty black man, just a piece of son of a bitch https://t.co/lRGdvlhPgd","You failed to say that he's a shitty black guy, just a piece of son of a bitch."
"Para mi Panchito y Valen, todavía no amaneció!
Mis niños adorados!
😍😍 https://t.co/gJ0OmqxKI1",0,"For my Panchito and Valen, it hasn't dawned yet!
My beloved children!
😍😍 https://t.co/gJ0OmqxKI1","For my Panchito and Valen, it hasn't dawned yet!
My beloved children!
😍😍"
"""La vicepresidenta @KamalaHarris es muy culta y viene de una familia inmigrante, esto abre nuevas puertas de una visión de Estados Unidos menos hostil. Considero que todos hemos respirado un poco más al saber que Trump no se queda 4 años más en el gobierno”, Michel Levi.",0,"""Vice President @KamalaHarris is very educated and comes from an immigrant family, this opens new doors of a less hostile vision of the United States. I believe that we have all breathed a little more knowing that Trump will not stay 4 more years in government"" , Michel Levi.","""The vice president is very educated and comes from an immigrant family, this opens new doors of a less hostile vision of the United States. I believe that we have all breathed a little more knowing that Trump will not stay in government for 4 more years,"" Michel Levi."
"En Estados Unidos, todo el que no sea aborigen, es inmigrante. https://t.co/ASAaIjJSFE",0,"In the United States, everyone who is not aboriginal is an immigrant. https://t.co/ASAaIjJSFE","In the United States, everyone who is not aboriginal is an immigrant."
"@lolaam02 Puedes aprender el idioma que solo sumará a tus conocimientos. Igual que cuando viene cualquier inmigrante de un país extranjero a vivir a España, cuando cualquier español se va a otro país. Del esukera no voy a decir, pero aprender catalán sabiendo castellano es bastante fácil",0,"@lolaam02 You can learn the language which will only add to your knowledge. Just like when any immigrant from a foreign country comes to live in Spain, when any Spaniard goes to another country. I'm not going to say anything about Esukera, but learning Catalan while knowing Spanish is quite easy.","You can learn the language which will only add to your knowledge. Just like when any immigrant from a foreign country comes to live in Spain, when any Spaniard goes to another country. I'm not going to say anything about Esukera, but learning Catalan while knowing Spanish is quite easy."
"Combatir la delincuencia es loable, lo malo es caracterizar en adjetivos que empañen a un conglomerado que es superior a eso. La delincuencia no es venezolana, no es inmigrante, la delincuencia es algo más particular. (Los venezolanos no somos delincuentes) https://t.co/CkgkQVQJrR",0,"Fighting crime is laudable, the bad thing is to characterize it in adjectives that tarnish a conglomerate that is superior to that. Crime is not Venezuelan, it is not immigrant, crime is something more particular. (Venezuelans are not criminals) https://t.co/CkgkQVQJrR","Fighting crime is laudable, the bad thing is to characterize it in adjectives that tarnish a conglomerate that is superior to that. Crime is not Venezuelan, it is not immigrant, crime is something more particular. (Venezuelans are not criminals)"
Pero la culpa es del inmigrante que viene a quitarte el trabajo que tu no quieres hacer... https://t.co/gXQzTRe3S5,0,But it's the immigrant's fault who comes to take away the job that you don't want to do... https://t.co/gXQzTRe3S5,But it's the immigrant's fault who comes to take away the work that you don't want to do. ..
"@gusgomez1701 #DeBidenEspero equidad, equilibrio, ayuda, comercio con Colombia, conciencia con la naturaleza, con el mundo, oportunidades al inmigrante trabajador, y el fin de expresiónes racistas y xenofobicas",0,"@gusgomez1701 #DeBidenI hope for equity, balance, help, trade with Colombia, awareness with nature, with the world, opportunities for immigrant workers, and the end of racist and xenophobic expressions","equity, balance, aid, trade with Colombia, awareness with nature, with the world, opportunities for immigrant workers, and the end of racist and xenophobic expressions"
"@Clxrx60648324 @iescolar Nada.

En fin, la conclusión es que la persona que culpaba de los contagios en Madrid al ""estilo de vida inmigrante"" ahora está en cuarentena por un posible segundo contagio.",0,"@Clxrx60648324 @iescolar Nothing.

Anyway, the conclusion is that the person who blamed the infections in Madrid on the ""immigrant lifestyle"" is now in quarantine due to a possible second infection.","Nothing.
Anyway, the conclusion is that the person who blamed the infections in Madrid on the ""immigrant lifestyle"" is now in quarantine due to a possible second infection."
@PinoInfante @euge2145 Emigrante es el que sale. Inmigrante es el que entra.,0,@PinoInfante @euge2145 Emigrant is the one who leaves. Immigrant is the one who enters.,Emigrant is the one who leaves. Immigrant is the one who enters.
"@RobinsonGuachi Siento en carne propia la prepotencia de este sistema criminal comenzado por  quien nos gobiernan hasta el servidor público que te atiende y se cree por encima del bien y del mal,compañero soy un inmigrante y sé lo que es sacrificarse en otro país xq el tuyo no te valora,suerte",0,"@RobinsonGuachi I feel firsthand the arrogance of this criminal system started by those who govern us down to the public servant who serves you and believes himself above good and evil, my friend, I am an immigrant and I know what it is to sacrifice in another country because the yours doesn't value you, good luck","I feel firsthand the arrogance of this criminal system started by those who govern us to the public servant who serves you and believes himself above good and evil, my friend, I am an immigrant and I know what it is to sacrifice in another country because yours does not appreciates you, good luck"
"@GloriaElizo Con decirnos facha, ya está?  Cómo se puede ser tan miserable? Cómo te puedes reír de las desgracias de la gente? 
Qué pena que tengáis tanto odio, como inmigrante, no entiendo ese lado de España, de verdad que no.",0,"@GloriaElizo By telling us you look bad, is that it? How can you be so miserable? How can you laugh at people's misfortunes?
What a shame that you have so much hate, as an immigrant, I don't understand that side of Spain, I really don't.","Just tell us how bad it is, is that it? How can you be so miserable? How can you laugh at people's misfortunes?
What a shame that you have so much hate, as an immigrant, I don't understand that side of Spain, I really don't."
"@horusbuto @CNNEE Y es obvio que quieren ciudadanía como cualquier inmigrante que llega a USA, sobra decirlo, pero para eso se necesita poner de acuerdo a las dos cámaras, con ley ejecutiva la tiene muy cabrón el presidente, sea cual sea. El senado controlado por republicanos jamás va aceptar eso.",0,"@horusbuto @CNNEE And it is obvious that they want citizenship like any immigrant who arrives in the USA, needless to say, but for that to happen the two chambers need to come to an agreement, with the executive law the president has a very badass attitude, whatever it may be. The Republican-controlled Senate will never accept that.","And it is obvious that they want citizenship like any immigrant who arrives in the USA, it goes without saying, but for that to happen it is necessary to reach an agreement between the two chambers, with the executive law the president has a very bad time, no matter who it is. The Republican-controlled Senate will never accept that."
"@numbereightball Sí, exigían título. Yo el examen lo hago en enero, pero me han dicho que eso no les basta 😞. Cosas de inmigrante retornado. En fin.",0,"@numbereightball Yes, they demanded a title. I take the exam in January, but they have told me that that is not enough for them 😞. Returned immigrant things. Anyway.","Yes, they required a title. I take the exam in January, but they have told me that that is not enough for them 😞. Returned immigrant things. Anyway."
"@echeverry_sol @EliecerLondRuiz Mi querida señora Bonita, a Biden no lo eligieron los periodistas, lo escogió el pueblo norteamericano e inmigrante, y por una votación abrumadora..
Biden es el presidente electo de USA..
Tienes que admitirlo, así como tiene que hacerlo el Clan C.D...",0,"@echeverry_sol @EliecerLondRuiz My dear Mrs. Bonita, Biden was not chosen by journalists, he was chosen by the American and immigrant people, and by an overwhelming vote..
Biden is the president-elect of the USA.
You have to admit it, just like the C.D Clan has to...","My dear Mrs. Bonita, Biden was not chosen by journalists, he was chosen by the American and immigrant people, and by an overwhelming vote. .
Biden is the president-elect of the USA. .
You have to admit it, just like the C.D. Clan has to do..."
"@mmlagoscc @AlejDanilo Pueblos originarios? Están extintos, los mapuches fueron nomades que llegaron igual que cualquier inmigrante, además no se porque tendrían privilegios si la consigna siempre fue “somos todos iguales”",0,"@mmlagoscc @AlejDanilo Native peoples? They are extinct, the Mapuches were nomads who arrived just like any immigrant, and I don't know why they would have privileges if the slogan was always “we are all equal.”","Original towns? They are extinct, the Mapuches were nomads who arrived just like any immigrant, and I don't know why they would have privileges if the slogan was always “we are all equal.”"
